Date,Low,Open,Volume,High,Close,Adjusted Close
25-04-1980,0.9138820171356201,0.0,121049,0.9200779795646667,0.9138820171356201,0.4723053276538849
28-04-1980,0.9138820171356201,0.0,347009,0.9262740015983582,0.9262740015983582,0.4787093698978424
29-04-1980,0.9231759905815125,0.0,1166110,0.9262740015983582,0.9231759905815125,0.4771081209182739
30-04-1980,0.9200779795646667,0.0,431743,0.9262740015983582,0.9200779795646667,0.4755071699619293
01-05-1980,0.9324700236320496,0.0,500338,0.9479590058326721,0.9448620080947876,0.48831605911254883
02-05-1980,0.9355679750442505,0.0,217889,0.9510570168495178,0.9355679750442505,0.4835125803947449
05-05-1980,0.9355679750442505,0.0,455953,0.9479590058326721,0.9479590058326721,0.48991629481315613
06-05-1980,0.9417639970779419,0.0,375253,0.9541550278663635,0.9479590058326721,0.48991629481315613
07-05-1980,0.9386659860610962,0.0,407533,0.9541550278663635,0.9417639970779419,0.4867153465747833
08-05-1980,0.9417639970779419,0.0,1343649,0.9541550278663635,0.9479590058326721,0.48991629481315613
09-05-1980,0.9386659860610962,0.0,669807,0.9510570168495178,0.9417639970779419,0.4867153465747833
12-05-1980,0.9417639970779419,0.0,141224,0.9510570168495178,0.9510570168495178,0.49151745438575745
13-05-1980,0.9603509902954102,0.0,322799,0.9665470123291016,0.9603509902954102,0.496320515871048
14-05-1980,0.9603509902954102,0.0,439813,0.9789379835128784,0.9665470123291016,0.4995228946208954
15-05-1980,0.9603509902954102,0.0,72630,0.9727429747581482,0.9634490013122559,0.4979220926761627
16-05-1980,0.9603509902954102,0.0,8070,0.9665470123291016,0.9603509902954102,0.496320515871048
19-05-1980,0.9417639970779419,0.0,1428384,0.9572529792785645,0.9417639970779419,0.4867153465747833
20-05-1980,0.9417639970779419,0.0,1388034,0.9572529792785645,0.9510570168495178,0.49151745438575745
21-05-1980,0.9541550278663635,0.0,371218,0.9634490013122559,0.9603509902954102,0.496320515871048
22-05-1980,0.9634490013122559,0.0,314729,0.9696450233459473,0.9696450233459473,0.5011242032051086
23-05-1980,0.9727429747581482,0.0,1351719,0.9851340055465698,0.9789379835128784,0.5059266686439514
27-05-1980,0.9603509902954102,0.0,229994,0.9665470123291016,0.9634490013122559,0.4979220926761627
28-05-1980,0.9572529792785645,0.0,242099,0.9665470123291016,0.9665470123291016,0.4995228946208954
29-05-1980,0.9665470123291016,0.0,36315,0.9727429747581482,0.9665470123291016,0.4995228946208954
30-05-1980,0.9603509902954102,0.0,3453945,0.9665470123291016,0.9665470123291016,0.4995228946208954
02-06-1980,0.9510570168495178,0.0,217889,0.9665470123291016,0.9541550278663635,0.49311867356300354
03-06-1980,0.9479590058326721,0.0,2134506,0.9572529792785645,0.9572529792785645,0.4947194457054138
04-06-1980,0.9479590058326721,0.0,468058,0.9634490013122559,0.9634490013122559,0.4979220926761627
05-06-1980,0.9603509902954102,0.0,1751183,0.9696450233459473,0.9696450233459473,0.5011242032051086
06-06-1980,0.9634490013122559,0.0,2469409,0.9789379835128784,0.9758409857749939,0.5043264031410217
09-06-1980,0.9541550278663635,0.0,577003,0.9696450233459473,0.9603509902954102,0.496320515871048
10-06-1980,0.9479590058326721,0.0,621387,0.9634490013122559,0.9479590058326721,0.48991629481315613
11-06-1980,0.9417639970779419,0.0,819102,0.9572529792785645,0.9572529792785645,0.4947194457054138
12-06-1980,0.9541550278663635,0.0,391393,0.9634490013122559,0.9541550278663635,0.49311867356300354
13-06-1980,0.9355679750442505,0.0,298589,0.9510570168495178,0.9510570168495178,0.49151745438575745
16-06-1980,0.9448620080947876,0.0,141224,0.9541550278663635,0.9541550278663635,0.49311867356300354
17-06-1980,0.9479590058326721,0.0,1141900,0.9634490013122559,0.9634490013122559,0.4979220926761627
18-06-1980,0.9479590058326721,0.0,1121725,0.9572529792785645,0.9510570168495178,0.49151745438575745
19-06-1980,0.9355679750442505,0.0,597177,0.9510570168495178,0.9417639970779419,0.4867153465747833
20-06-1980,0.8983929753303528,0.0,1069270,0.9417639970779419,0.9169800281524658,0.4739059805870056
23-06-1980,0.9138820171356201,0.0,694017,0.9262740015983582,0.9231759905815125,0.4771081209182739
24-06-1980,0.9293720126152039,0.0,3207811,0.9541550278663635,0.9479590058326721,0.48991629481315613
25-06-1980,0.9510570168495178,0.0,1492944,0.9634490013122559,0.9541550278663635,0.49311867356300354
26-06-1980,0.9541550278663635,0.0,435778,0.9665470123291016,0.9572529792785645,0.4947194457054138
27-06-1980,0.9448620080947876,0.0,1371894,0.9603509902954102,0.9572529792785645,0.4947194457054138
30-06-1980,0.9479590058326721,0.0,185609,0.9603509902954102,0.9479590058326721,0.48991629481315613
01-07-1980,0.9510570168495178,0.0,1359789,0.9603509902954102,0.9572529792785645,0.4947194457054138
02-07-1980,0.9510570168495178,0.0,637527,0.9665470123291016,0.9665470123291016,0.4995228946208954
03-07-1980,0.9665470123291016,0.0,3514470,0.9913300275802612,0.9913300275802612,0.5123313069343567
07-07-1980,1.009917974472046,0.0,1396104,1.0316029787063599,1.0316029787063599,0.533144474029541
08-07-1980,1.0470919609069824,0.0,1218565,1.0656800270080566,1.0656800270080566,0.5507562160491943
09-07-1980,1.0439950227737427,0.0,593142,1.084267020225525,1.0811690092086792,0.5587608218193054
10-07-1980,1.0223089456558228,0.0,1731008,1.062582015991211,1.0223089456558228,0.5283414721488953
11-07-1980,1.016113042831421,0.0,2106261,1.0254069566726685,1.0192110538482666,0.5267404913902283
14-07-1980,1.0285049676895142,0.0,1404174,1.0532879829406738,1.0532879829406738,0.5443519949913025
15-07-1980,1.062582015991211,0.0,1892407,1.084267020225525,1.0811690092086792,0.5587608218193054
16-07-1980,1.0656800270080566,0.0,508408,1.0811690092086792,1.0656800270080566,0.5507562160491943
17-07-1980,1.071876049041748,0.0,629457,1.0997569561004639,1.093561053276062,0.5651654005050659
18-07-1980,1.0904630422592163,0.0,2400815,1.1028549671173096,1.1028549671173096,0.5699686408042908
21-07-1980,1.1028549671173096,0.0,669807,1.109050989151001,1.1059529781341553,0.5715697407722473
22-07-1980,1.0873650312423706,0.0,512443,1.109050989151001,1.0904630422592163,0.5635645389556885
23-07-1980,1.0904630422592163,0.0,181574,1.0997569561004639,1.093561053276062,0.5651654005050659
24-07-1980,1.0873650312423706,0.0,802962,1.1028549671173096,1.0997569561004639,0.5683671832084656
25-07-1980,1.084267020225525,0.0,189644,1.1059529781341553,1.1059529781341553,0.5715697407722473
28-07-1980,1.0997569561004639,0.0,762612,1.109050989151001,1.0997569561004639,0.5683671832084656
29-07-1980,1.0904630422592163,0.0,597177,1.0997569561004639,1.093561053276062,0.5651654005050659
30-07-1980,1.093561053276062,0.0,326834,1.1028549671173096,1.0966589450836182,0.5667663216590881
31-07-1980,1.0873650312423706,0.0,1585748,1.1028549671173096,1.093561053276062,0.5651654005050659
01-08-1980,1.0904630422592163,0.0,1258915,1.109050989151001,1.109050989151001,0.5731708407402039
04-08-1980,1.0997569561004639,0.0,419638,1.130735993385315,1.130735993385315,0.584377646446228
05-08-1980,1.1462249755859375,0.0,1279090,1.18340003490448,1.1803020238876343,0.6099941730499268
06-08-1980,1.152420997619629,0.0,1759253,1.2236729860305786,1.177204966545105,0.6083933711051941
07-08-1980,1.1895960569381714,0.0,1613993,1.2019879817962646,1.198889970779419,0.6196007132530212
08-08-1980,1.1741069555282593,0.0,689982,1.208184003829956,1.18340003490448,0.6115952134132385
11-08-1980,1.1431280374526978,0.0,496303,1.177204966545105,1.152420997619629,0.5955848097801208
12-08-1980,1.140030026435852,0.0,806997,1.152420997619629,1.1462249755859375,0.5923826098442078
13-08-1980,1.130735993385315,0.0,330869,1.1493229866027832,1.140030026435852,0.589181125164032
14-08-1980,1.140030026435852,0.0,516478,1.1493229866027832,1.1493229866027832,0.593984067440033
15-08-1980,1.1462249755859375,0.0,407533,1.1586170196533203,1.1586170196533203,0.5987870693206787
18-08-1980,1.140030026435852,0.0,540688,1.161715030670166,1.140030026435852,0.589181125164032
19-08-1980,1.140030026435852,0.0,516478,1.161715030670166,1.161715030670166,0.6003877520561218
20-08-1980,1.1462249755859375,0.0,229994,1.152420997619629,1.1462249755859375,0.5923826098442078
21-08-1980,1.1555190086364746,0.0,685947,1.1895960569381714,1.1895960569381714,0.6147975325584412
22-08-1980,1.208184003829956,0.0,932081,1.251554012298584,1.2484560012817383,0.6452169418334961
25-08-1980,1.22986900806427,0.0,601212,1.2701419591903687,1.2329670190811157,0.6372120976448059
26-08-1980,1.2112809419631958,0.0,2832558,1.2329670190811157,1.2143789529800415,0.6276054382324219
27-08-1980,1.2050859928131104,0.0,108945,1.2143789529800415,1.208184003829956,0.6244037747383118
28-08-1980,1.208184003829956,0.0,504373,1.2267709970474243,1.2143789529800415,0.6276054382324219
29-08-1980,1.198889970779419,0.0,64560,1.2143789529800415,1.198889970779419,0.6196007132530212
02-09-1980,1.198889970779419,0.0,1113655,1.2112809419631958,1.198889970779419,0.6196007132530212
03-09-1980,1.2143789529800415,0.0,1202425,1.22986900806427,1.2267709970474243,0.6340096592903137
04-09-1980,1.2143789529800415,0.0,597177,1.2329670190811157,1.2236729860305786,0.6324086785316467
05-09-1980,1.2267709970474243,0.0,347009,1.2360650300979614,1.22986900806427,0.6356110572814941
08-09-1980,1.2267709970474243,0.0,924011,1.2484560012817383,1.22986900806427,0.6356110572814941
09-09-1980,1.220574975013733,0.0,1093480,1.2329670190811157,1.220574975013733,0.6308079957962036
10-09-1980,1.220574975013733,0.0,274379,1.2484560012817383,1.2267709970474243,0.6340096592903137
11-09-1980,1.208184003829956,0.0,205784,1.2267709970474243,1.2112809419631958,0.6260043978691101
12-09-1980,1.1803020238876343,0.0,459988,1.2143789529800415,1.1895960569381714,0.6147975325584412
15-09-1980,1.177204966545105,0.0,407533,1.1957919597625732,1.1957919597625732,0.617999792098999
16-09-1980,1.18340003490448,0.0,431743,1.1957919597625732,1.1895960569381714,0.6147975325584412
17-09-1980,1.18340003490448,0.0,229994,1.1957919597625732,1.1895960569381714,0.6147975325584412
18-09-1980,1.198889970779419,0.0,1065235,1.220574975013733,1.2143789529800415,0.6276054382324219
19-09-1980,1.2019879817962646,0.0,407533,1.2484560012817383,1.2422610521316528,0.6420154571533203
22-09-1980,1.2143789529800415,0.0,484198,1.2391630411148071,1.2329670190811157,0.6372120976448059
23-09-1980,1.2391630411148071,0.0,694017,1.2856309413909912,1.2577500343322754,0.6500202417373657
24-09-1980,1.22986900806427,0.0,698052,1.2794350385665894,1.2794350385665894,0.661226749420166
25-09-1980,1.2546520233154297,0.0,500338,1.2701419591903687,1.2639460563659668,0.6532223224639893
26-09-1980,1.1957919597625732,0.0,581038,1.2453579902648926,1.198889970779419,0.6196007132530212
29-09-1980,1.1586170196533203,0.0,653667,1.1864980459213257,1.177204966545105,0.6083933711051941
30-09-1980,1.1555190086364746,0.0,108945,1.1710089445114136,1.1679110527038574,0.6035906672477722
01-10-1980,1.1648130416870117,0.0,3776744,1.1895960569381714,1.1710089445114136,0.6051913499832153
02-10-1980,1.1276379823684692,0.0,395428,1.1648130416870117,1.1338340044021606,0.5859788656234741
03-10-1980,1.1338340044021606,0.0,661737,1.1462249755859375,1.1369320154190063,0.5875799059867859
06-10-1980,1.1369320154190063,0.0,936116,1.152420997619629,1.152420997619629,0.5955848097801208
07-10-1980,1.152420997619629,0.0,1722938,1.2019879817962646,1.2019879817962646,0.6212013959884644
08-10-1980,1.208184003829956,0.0,726297,1.2577500343322754,1.2267709970474243,0.6340096592903137
09-10-1980,1.2267709970474243,0.0,468058,1.251554012298584,1.2329670190811157,0.6372120976448059
10-10-1980,1.2267709970474243,0.0,2231346,1.251554012298584,1.251554012298584,0.6468179225921631
13-10-1980,1.2174769639968872,0.0,141224,1.2391630411148071,1.2236729860305786,0.6324086785316467
14-10-1980,1.2236729860305786,0.0,423673,1.2360650300979614,1.2360650300979614,0.6388129591941833
15-10-1980,1.1895960569381714,0.0,577003,1.2360650300979614,1.1895960569381714,0.6147975325584412
16-10-1980,1.1803020238876343,0.0,492268,1.198889970779419,1.1895960569381714,0.6147975325584412
17-10-1980,1.1895960569381714,0.0,197714,1.208184003829956,1.208184003829956,0.6244037747383118
20-10-1980,1.2019879817962646,0.0,1589783,1.2267709970474243,1.2267709970474243,0.6340096592903137
21-10-1980,1.2143789529800415,0.0,790857,1.2360650300979614,1.2143789529800415,0.6276054382324219
22-10-1980,1.2143789529800415,0.0,153329,1.2267709970474243,1.2143789529800415,0.6276054382324219
23-10-1980,1.208184003829956,0.0,3292546,1.22986900806427,1.2143789529800415,0.6276054382324219
24-10-1980,1.2112809419631958,0.0,40350,1.2143789529800415,1.2143789529800415,0.6276054382324219
27-10-1980,1.1895960569381714,0.0,1323474,1.208184003829956,1.1895960569381714,0.6147975325584412
28-10-1980,1.1648130416870117,0.0,492268,1.1926939487457275,1.1648130416870117,0.6019891500473022
29-10-1980,1.1586170196533203,0.0,185609,1.1895960569381714,1.1741069555282593,0.6067923307418823
30-10-1980,1.1555190086364746,0.0,637527,1.1803020238876343,1.1710089445114136,0.6051913499832153
31-10-1980,1.1710089445114136,0.0,125084,1.1895960569381714,1.1895960569381714,0.6147975325584412
03-11-1980,1.1710089445114136,0.0,956291,1.198889970779419,1.18340003490448,0.6115952134132385
05-11-1980,1.2143789529800415,0.0,577003,1.251554012298584,1.220574975013733,0.6308079957962036
06-11-1980,1.1957919597625732,0.0,1303299,1.2329670190811157,1.1957919597625732,0.617999792098999
07-11-1980,1.18340003490448,0.0,597177,1.2019879817962646,1.1957919597625732,0.617999792098999
10-11-1980,1.1926939487457275,0.0,225959,1.208184003829956,1.208184003829956,0.6244037747383118
11-11-1980,1.2019879817962646,0.0,568933,1.208184003829956,1.2050859928131104,0.6228026747703552
12-11-1980,1.208184003829956,0.0,141224,1.220574975013733,1.220574975013733,0.6308079957962036
13-11-1980,1.2329670190811157,0.0,1149970,1.2577500343322754,1.2577500343322754,0.6500202417373657
14-11-1980,1.267043948173523,0.0,798927,1.3135119676589966,1.288728952407837,0.6660306453704834
17-11-1980,1.2391630411148071,0.0,1597853,1.2949249744415283,1.2639460563659668,0.6532223224639893
18-11-1980,1.2639460563659668,0.0,726297,1.298022985458374,1.2949249744415283,0.6692326664924622
19-11-1980,1.2639460563659668,0.0,948221,1.3011209964752197,1.2639460563659668,0.6532223224639893
20-11-1980,1.2391630411148071,0.0,342974,1.2639460563659668,1.2391630411148071,0.6404141783714294
21-11-1980,1.220574975013733,0.0,205784,1.2360650300979614,1.220574975013733,0.6308079957962036
24-11-1980,1.1895960569381714,0.0,794892,1.2143789529800415,1.208184003829956,0.6244037747383118
25-11-1980,1.1895960569381714,0.0,730332,1.2019879817962646,1.1957919597625732,0.617999792098999
26-11-1980,1.1895960569381714,0.0,996641,1.2019879817962646,1.2019879817962646,0.6212013959884644
28-11-1980,1.1957919597625732,0.0,1158040,1.2050859928131104,1.2019879817962646,0.6212013959884644
01-12-1980,1.1957919597625732,0.0,117015,1.208184003829956,1.2019879817962646,0.6212013959884644
02-12-1980,1.198889970779419,0.0,270344,1.208184003829956,1.208184003829956,0.6244037747383118
03-12-1980,1.18340003490448,0.0,992606,1.2050859928131104,1.1895960569381714,0.6147975325584412
04-12-1980,1.1679110527038574,0.0,1166110,1.1895960569381714,1.1803020238876343,0.6099941730499268
05-12-1980,1.140030026435852,0.0,520513,1.1710089445114136,1.140030026435852,0.589181125164032
08-12-1980,1.1028549671173096,0.0,544723,1.130735993385315,1.109050989151001,0.5731708407402039
09-12-1980,1.1028549671173096,0.0,2235380,1.1214419603347778,1.115246057510376,0.5763720870018005
10-12-1980,1.0966589450836182,0.0,1488909,1.1214419603347778,1.0966589450836182,0.5667663216590881
11-12-1980,1.084267020225525,0.0,496303,1.1028549671173096,1.084267020225525,0.5603623986244202
12-12-1980,1.084267020225525,0.0,2324150,1.1028549671173096,1.0966589450836182,0.5667663216590881
15-12-1980,1.0966589450836182,0.0,936116,1.109050989151001,1.1028549671173096,0.5699686408042908
16-12-1980,1.1028549671173096,0.0,758577,1.115246057510376,1.115246057510376,0.5763720870018005
17-12-1980,1.1214419603347778,0.0,859451,1.1338340044021606,1.1338340044021606,0.5859788656234741
18-12-1980,1.1276379823684692,0.0,1024886,1.1369320154190063,1.1276379823684692,0.5827767252922058
19-12-1980,1.109050989151001,0.0,1117690,1.1586170196533203,1.1586170196533203,0.5987870693206787
22-12-1980,1.152420997619629,0.0,536653,1.1710089445114136,1.1648130416870117,0.6019891500473022
23-12-1980,1.140030026435852,0.0,540688,1.1710089445114136,1.1555190086364746,0.5971857905387878
24-12-1980,1.1493229866027832,0.0,928046,1.1741069555282593,1.1741069555282593,0.6067923307418823
26-12-1980,1.177204966545105,0.0,48420,1.1895960569381714,1.1895960569381714,0.6147975325584412
29-12-1980,1.1957919597625732,0.0,2481514,1.208184003829956,1.208184003829956,0.6244037747383118
30-12-1980,1.2019879817962646,0.0,839276,1.2267709970474243,1.220574975013733,0.6308079957962036
31-12-1980,1.2143789529800415,0.0,500338,1.2391630411148071,1.2267709970474243,0.6340096592903137
02-01-1981,1.220574975013733,0.0,185609,1.2391630411148071,1.2391630411148071,0.6404141783714294
05-01-1981,1.2267709970474243,0.0,589107,1.251554012298584,1.2453579902648926,0.6436151266098022
06-01-1981,1.2360650300979614,0.0,722262,1.2484560012817383,1.2391630411148071,0.6404141783714294
07-01-1981,1.2050859928131104,0.0,1509084,1.2236729860305786,1.2236729860305786,0.6324086785316467
08-01-1981,1.2019879817962646,0.0,1670483,1.2329670190811157,1.220574975013733,0.6308079957962036
09-01-1981,1.2019879817962646,0.0,738402,1.2174769639968872,1.2174769639968872,0.6292060017585754
12-01-1981,1.1864980459213257,0.0,802962,1.2174769639968872,1.208184003829956,0.6244037747383118
13-01-1981,1.1926939487457275,0.0,153329,1.208184003829956,1.198889970779419,0.6196007132530212
14-01-1981,1.2019879817962646,0.0,633492,1.220574975013733,1.2143789529800415,0.6276054382324219
15-01-1981,1.208184003829956,0.0,72630,1.2236729860305786,1.208184003829956,0.6244037747383118
16-01-1981,1.1957919597625732,0.0,266309,1.2143789529800415,1.208184003829956,0.6244037747383118
19-01-1981,1.2019879817962646,0.0,730332,1.2267709970474243,1.2267709970474243,0.6340096592903137
20-01-1981,1.1957919597625732,0.0,100875,1.220574975013733,1.2019879817962646,0.6212013959884644
21-01-1981,1.1586170196533203,0.0,355078,1.1895960569381714,1.1648130416870117,0.6019891500473022
22-01-1981,1.1710089445114136,0.0,633492,1.1741069555282593,1.1741069555282593,0.6067923307418823
23-01-1981,1.1679110527038574,0.0,859451,1.1895960569381714,1.1803020238876343,0.6099941730499268
26-01-1981,1.177204966545105,0.0,177539,1.1803020238876343,1.1803020238876343,0.6099941730499268
27-01-1981,1.1864980459213257,0.0,1440489,1.2019879817962646,1.1895960569381714,0.6147975325584412
28-01-1981,1.177204966545105,0.0,221924,1.1864980459213257,1.177204966545105,0.6083933711051941
29-01-1981,1.1710089445114136,0.0,694017,1.1803020238876343,1.1710089445114136,0.6051913499832153
30-01-1981,1.177204966545105,0.0,379288,1.1895960569381714,1.1803020238876343,0.6099941730499268
02-02-1981,1.177204966545105,0.0,201749,1.1895960569381714,1.1895960569381714,0.6147975325584412
03-02-1981,1.18340003490448,0.0,205784,1.1895960569381714,1.1895960569381714,0.6147975325584412
04-02-1981,1.1926939487457275,0.0,318764,1.208184003829956,1.1926939487457275,0.6163983941078186
05-02-1981,1.198889970779419,0.0,1238740,1.220574975013733,1.220574975013733,0.6308079957962036
06-02-1981,1.2019879817962646,0.0,238064,1.220574975013733,1.2143789529800415,0.6276054382324219
09-02-1981,1.1895960569381714,0.0,108945,1.220574975013733,1.1895960569381714,0.6147975325584412
10-02-1981,1.18340003490448,0.0,104910,1.1895960569381714,1.18340003490448,0.6115952134132385
11-02-1981,1.1803020238876343,0.0,117015,1.198889970779419,1.1803020238876343,0.6099941730499268
12-02-1981,1.177204966545105,0.0,56490,1.1803020238876343,1.177204966545105,0.6083933711051941
13-02-1981,1.1679110527038574,0.0,161399,1.1803020238876343,1.1679110527038574,0.6035906672477722
17-02-1981,1.1648130416870117,0.0,468058,1.1741069555282593,1.1679110527038574,0.6035906672477722
18-02-1981,1.1679110527038574,0.0,415603,1.1957919597625732,1.1957919597625732,0.617999792098999
19-02-1981,1.2019879817962646,0.0,859451,1.2143789529800415,1.208184003829956,0.6244037747383118
20-02-1981,1.1957919597625732,0.0,794892,1.208184003829956,1.208184003829956,0.6244037747383118
23-02-1981,1.2019879817962646,0.0,459988,1.2112809419631958,1.208184003829956,0.6244037747383118
24-02-1981,1.208184003829956,0.0,330869,1.220574975013733,1.220574975013733,0.6308079957962036
25-02-1981,1.1864980459213257,0.0,1545398,1.220574975013733,1.2019879817962646,0.6212013959884644
26-02-1981,1.2236729860305786,0.0,4684615,1.251554012298584,1.2453579902648926,0.6436151266098022
27-02-1981,1.22986900806427,0.0,593142,1.2577500343322754,1.2391630411148071,0.6404141783714294
02-03-1981,1.2329670190811157,0.0,585073,1.2639460563659668,1.2639460563659668,0.6532223224639893
03-03-1981,1.2577500343322754,0.0,367183,1.27633798122406,1.267043948173523,0.6548234820365906
04-03-1981,1.2577500343322754,0.0,306659,1.27633798122406,1.2577500343322754,0.6500202417373657
05-03-1981,1.2391630411148071,0.0,173504,1.260848045349121,1.2391630411148071,0.6404141783714294
06-03-1981,1.2329670190811157,0.0,282449,1.2484560012817383,1.2484560012817383,0.6452169418334961
09-03-1981,1.251554012298584,0.0,415603,1.2949249744415283,1.27633798122406,0.6596264243125916
10-03-1981,1.2577500343322754,0.0,1956967,1.282533049583435,1.2577500343322754,0.6500202417373657
11-03-1981,1.2546520233154297,0.0,1283125,1.27633798122406,1.27633798122406,0.6596264243125916
12-03-1981,1.2546520233154297,0.0,2303975,1.282533049583435,1.282533049583435,0.662828266620636
13-03-1981,1.282533049583435,0.0,633492,1.2949249744415283,1.288728952407837,0.6660306453704834
16-03-1981,1.2794350385665894,0.0,217889,1.3011209964752197,1.2856309413909912,0.6644294261932373
17-03-1981,1.2639460563659668,0.0,758577,1.282533049583435,1.2701419591903687,0.656424343585968
18-03-1981,1.27633798122406,0.0,383323,1.2949249744415283,1.288728952407837,0.6660306453704834
19-03-1981,1.2949249744415283,0.0,552793,1.319707989692688,1.319707989692688,0.6820406317710876
20-03-1981,1.2949249744415283,0.0,2106261,1.319707989692688,1.2949249744415283,0.6692326664924622
23-03-1981,1.3011209964752197,0.0,544723,1.3135119676589966,1.3073170185089111,0.6756370067596436
24-03-1981,1.3011209964752197,0.0,581038,1.3444910049438477,1.3444910049438477,0.6948491334915161
25-03-1981,1.329002022743225,0.0,342974,1.3444910049438477,1.3382960557937622,0.691647469997406
26-03-1981,1.3382960557937622,0.0,2412920,1.3692749738693237,1.350687026977539,0.6980512738227844
27-03-1981,1.3382960557937622,0.0,125084,1.3630789518356323,1.3444910049438477,0.6948491334915161
30-03-1981,1.3382960557937622,0.0,677877,1.3537850379943848,1.3537850379943848,0.6996523141860962
31-03-1981,1.3785680532455444,0.0,548758,1.4002540111541748,1.3940579891204834,0.720465362071991
01-04-1981,1.387861967086792,0.0,742437,1.4126449823379517,1.4064500331878662,0.7268701791763306
02-04-1981,1.3754709959030151,0.0,669807,1.4002540111541748,1.3816659450531006,0.7140614986419678
03-04-1981,1.3692749738693237,0.0,2021526,1.3816659450531006,1.3692749738693237,0.7076576948165894
06-04-1981,1.3692749738693237,0.0,80700,1.3754709959030151,1.3692749738693237,0.7076576948165894
07-04-1981,1.3754709959030151,0.0,205784,1.4002540111541748,1.4002540111541748,0.7236682176589966
08-04-1981,1.3940579891204834,0.0,496303,1.4002540111541748,1.397156000137329,0.7220670580863953
09-04-1981,1.4064500331878662,0.0,964361,1.418841004371643,1.418841004371643,0.7332739233970642
10-04-1981,1.418841004371643,0.0,1823812,1.4622119665145874,1.4467220306396484,0.7476832270622253
13-04-1981,1.4312330484390259,0.0,532618,1.4436240196228027,1.4312330484390259,0.7396780848503113
14-04-1981,1.4312330484390259,0.0,568933,1.456015944480896,1.4529180526733398,0.750885546207428
15-04-1981,1.4467220306396484,0.0,161399,1.4622119665145874,1.456015944480896,0.7524864077568054
16-04-1981,1.4715059995651245,0.0,1432419,1.47770094871521,1.47770094871521,0.7636935114860535
20-04-1981,1.4622119665145874,0.0,205784,1.4746040105819702,1.4622119665145874,0.7556883692741394
21-04-1981,1.4622119665145874,0.0,246134,1.47770094871521,1.47770094871521,0.7636935114860535
22-04-1981,1.4684079885482788,0.0,314729,1.4931910037994385,1.4931910037994385,0.7716988325119019
23-04-1981,1.4993870258331299,0.0,2303975,1.555148959159851,1.5520509481430054,0.802118182182312
24-04-1981,1.555148959159851,0.0,669807,1.5737370252609253,1.5706390142440796,0.811724841594696
27-04-1981,1.5520509481430054,0.0,899801,1.5706390142440796,1.5520509481430054,0.802118182182312
